id,email,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge
1307,shrinkhala15@school.com,Shrinkhala Magar,Ghorahi,11,72,41,1.67,8,Farmer,Service,UM,Degree,Y,76.7,93,Overdue,2,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 17:59:59,06/03/2023 07:59:59,02/04/2023 08:59:59,22/04/2023 07:59:59",I'm feeling hopeless because Physics is too much right now.,M
1308,priyanka17@school.com,Priyanka Hamal,Ghorahi,11,91,91,1.33,5,Other,Service,12,10,N,88.91,92,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 06:59:59,09/03/2023 20:59:59,31/03/2023 15:59:59,21/04/2023 17:59:59","Currently satisfied, and English is manageable.",M
1309,bipin12@school.com,Bipin Raut,Hetauda,11,88,51,0.6,6,Service,Housewife,UM,12,Y,55.83,44,Paid,3,9,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","28/02/2023 02:59:59,21/03/2023 13:59:59,15/04/2023 15:59:59,30/04/2023 14:59:59","Honestly, I'm worried because Physics is hard to keep up with.",F
1310,priyanka18@school.com,Priyanka Pathak,Lalitpur,12,84,98,0.89,19,Other,Business,12,PG,N,96.4,87,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 12:59:59,11/03/2023 14:59:59,02/04/2023 09:59:59,19/04/2023 03:59:59","Feeling happy, and Biology is helping me learn a lot.",M
1311,arpan14@school.com,Arpan Paudel,Hetauda,12,45,38,1.01,15,Business,Service,10,PG,N,95.7,80,Paid,4,3,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 13:59:59,11/03/2023 14:59:59,27/03/2023 20:59:59,21/04/2023 22:59:59","Things are doing as usual, and Biology is part of my routine.",M
1312,sunil16@school.com,Sunil Shah,Kathmandu,9,100,55,1.82,19,Service,Service,PG,IL,Y,73.75,3,Paid,1,4,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 13:59:59,12/03/2023 20:59:59,30/03/2023 11:59:59,17/04/2023 06:59:59","Lately, I've been distracted because English is hard to keep up with.",F
1313,sandeep17@school.com,Sandeep Raut,Janakpur,12,4,30,1.28,7,Farmer,Service,UM,Degree,Y,67.17,78,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 20:59:59,11/03/2023 21:59:59,02/04/2023 14:59:59,23/04/2023 22:59:59",I'm feeling worried because Chemistry is taking up all my energy.,F
1314,priyanka19@school.com,Priyanka Khatiwada,Biratnagar,11,84,64,0.68,17,Farmer,Business,Degree,PG,Y,43.33,40,Paid,4,7,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","28/02/2023 21:59:59,22/03/2023 08:59:59,14/04/2023 09:59:59,06/05/2023 19:59:59",I'm feeling low because English is hard to keep up with.,M
1315,rekha15@school.com,Rekha Rai,Ghorahi,11,90,52,1.34,8,Other,Service,Degree,Degree,Y,55.36,19,Overdue,1,9,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","25/02/2023 11:59:59,20/03/2023 14:59:59,11/04/2023 23:59:59,28/04/2023 16:59:59","Lately, I've been disinterested because Biology is confusing for me.",M
1316,anmol18@school.com,Anmol Khatiwada,Dhangadhi,11,19,71,1.58,18,Other,Service,IL,Degree,Y,66.53,18,Paid,5,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 07:59:59,07/03/2023 07:59:59,04/04/2023 22:59:59,21/04/2023 01:59:59",I'm feeling frustrated because Biology is causing me some anxiety.,F
1317,anmol19@school.com,Anmol Baniya,Janakpur,10,84,95,0.77,20,Service,Business,PG,PG,N,87.47,80,Paid,4,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 00:59:59,09/03/2023 11:59:59,30/03/2023 12:59:59,18/04/2023 17:59:59","It's a stable, and Physics is staying the same.",F
1318,sushma21@school.com,Sushma Raut,Dhangadhi,12,14,68,1.95,9,Retired,Others,12,PG,N,77.2,57,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 03:59:59,10/03/2023 15:59:59,31/03/2023 14:59:59,23/04/2023 02:59:59","It's a doing as usual, and Physics is following the plan.",M
1319,barsha14@school.com,Barsha Lamichhane,Itahari,11,35,59,0.28,7,Farmer,Housewife,IL,IL,N,76.13,7,Overdue,5,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 06:59:59,10/03/2023 03:59:59,30/03/2023 00:59:59,21/04/2023 05:59:59","Lately, I've been confused because Physics is taking up all my energy.",M
1320,saugat23@school.com,Saugat Gurung,Birgunj,9,36,15,0.37,15,Service,Business,UM,PG,Y,64.8,49,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 19:59:59,13/03/2023 07:59:59,01/04/2023 06:59:59,20/04/2023 00:59:59","To be fair, I'm disinterested because English is stressing me out.",F
1321,rajesh16@school.com,Rajesh Tamang,Dharan,9,12,79,1.32,8,Retired,Retired,UM,10,N,60.63,91,Paid,3,4,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 06:59:59,11/03/2023 12:59:59,30/03/2023 23:59:59,21/04/2023 17:59:59",I'm feeling overwhelmed because Physics is stressing me out.,F
1322,priyanka20@school.com,Priyanka Magar,Biratnagar,9,6,52,1.23,19,Service,Service,IL,Degree,Y,60.82,36,Paid,4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 05:59:59,14/03/2023 05:59:59,31/03/2023 10:59:59,16/04/2023 14:59:59","Currently, I'm tense because Nepali is too much right now.",F
1323,sushma22@school.com,Sushma Hamal,Birgunj,10,82,9,1.48,3,Other,Housewife,Degree,10,Y,86.37,59,Overdue,4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 15:59:59,10/03/2023 17:59:59,01/04/2023 10:59:59,21/04/2023 06:59:59",I'm feeling confused because Physics is confusing for me.,M
1324,sandeep18@school.com,Sandeep Tamang,Kathmandu,10,1,25,1.88,1,Service,Housewife,10,10,Y,69.04,83,Overdue,5,3,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 07:59:59,08/03/2023 16:59:59,30/03/2023 22:59:59,18/04/2023 01:59:59","Honestly, I'm hopeless because Physics is hard to keep up with.",F
1325,priyanka21@school.com,Priyanka Thapa,Kathmandu,12,47,41,0.15,7,Business,Retired,UM,Degree,Y,73.07,10,Overdue,3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 08:59:59,12/03/2023 09:59:59,30/03/2023 11:59:59,19/04/2023 21:59:59","Honestly, I'm anxious because Biology is taking up all my energy.",M
1326,paras12@school.com,Paras Basnet,Dhangadhi,12,9,78,1.8,7,Business,Retired,UM,Degree,N,98.46,11,Paid,5,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 02:59:59,08/03/2023 08:59:59,31/03/2023 04:59:59,23/04/2023 01:59:59","Lately, I've been distracted because Chemistry is causing me some anxiety.",M
1327,dayahang11@school.com,Dayahang Hamal,Kathmandu,9,57,44,1.68,1,Business,Service,PG,IL,Y,65.75,36,Overdue,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 07:59:59,12/03/2023 07:59:59,28/03/2023 13:59:59,21/04/2023 11:59:59","Lately, I've been unmotivated because Nepali is taking up all my energy.",M
1328,priyanka22@school.com,Priyanka Pathak,Lalitpur,11,83,69,1.27,15,Farmer,Service,PG,Degree,Y,63.58,40,Paid,2,9,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","23/02/2023 12:59:59,20/03/2023 10:59:59,13/04/2023 07:59:59,01/05/2023 13:59:59","Currently, I'm isolated because Biology is causing me some anxiety.",F
1329,sushma23@school.com,Sushma Shah,Birgunj,10,65,90,1.35,1,Service,Retired,IL,UM,N,68.23,54,Paid,2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 01:59:59,07/03/2023 02:59:59,30/03/2023 13:59:59,20/04/2023 18:59:59","I'm feeling doing as usual, and Chemistry is part of my routine.",M
1330,arpan15@school.com,Arpan Paudel,Birgunj,11,88,95,0.14,13,Service,Others,12,PG,N,86.35,100,Paid,5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 14:59:59,12/03/2023 07:59:59,03/04/2023 16:59:59,26/04/2023 03:59:59","Currently happy, and Biology is manageable.",M
1331,namrata18@school.com,Namrata Shah,Dharan,11,15,9,0.71,11,Service,Business,12,PG,Y,97.23,73,Paid,2,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 11:59:59,08/03/2023 20:59:59,31/03/2023 17:59:59,22/04/2023 13:59:59","Lately, I've been very tired because English is stressing me out.",F
1332,shilpa20@school.com,Shilpa Malla,Butwal,11,91,97,1.73,6,Service,Service,IL,IL,N,98.05,97,Paid,5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 15:59:59,06/03/2023 12:59:59,30/03/2023 12:59:59,22/04/2023 04:59:59","I feel satisfied, and Physics is manageable.",M
1333,rajesh17@school.com,Rajesh Raut,Dhangadhi,11,84,59,1.18,11,Other,Retired,UM,10,Y,42.7,36,Paid,1,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","24/02/2023 07:59:59,19/03/2023 07:59:59,10/04/2023 19:59:59,02/05/2023 05:59:59","Lately, I've been anxious because English is taking up all my energy.",M
1334,saugat24@school.com,Saugat Shrestha,Kathmandu,10,80,93,1.29,2,Retired,Others,UM,Degree,N,89.92,83,Paid,5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 05:59:59,10/03/2023 09:59:59,30/03/2023 06:59:59,20/04/2023 18:59:59","It's a normal, and Physics is following the plan.",F
1335,keki18@school.com,Keki KC,Dharan,10,71,9,1.58,8,Service,Business,UM,IL,Y,89.17,44,Paid,1,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 06:59:59,07/03/2023 05:59:59,31/03/2023 06:59:59,21/04/2023 07:59:59","Lately, I've been isolated because Mathematics is hard to keep up with.",M
1336,rekha16@school.com,Rekha Karki,Itahari,12,75,84,1.97,2,Other,Service,UM,IL,Y,68.11,35,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 02:59:59,08/03/2023 11:59:59,28/03/2023 00:59:59,23/04/2023 12:59:59","Honestly, I'm stressed because Chemistry is where I'm struggling the most.",F
1337,swastima20@school.com,Swastima Baniya,Birgunj,10,89,91,1.45,15,Service,Service,12,UM,Y,66.81,69,Paid,4,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 05:59:59,06/03/2023 22:59:59,01/04/2023 09:59:59,16/04/2023 14:59:59",I'm feeling exhausted because Chemistry is too much right now.,M
1338,rajesh18@school.com,Rajesh Khadka,Janakpur,12,31,93,0.49,11,Service,Service,10,UM,Y,72.3,92,Paid,5,2,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 19:59:59,08/03/2023 15:59:59,31/03/2023 10:59:59,21/04/2023 07:59:59","Currently, I'm unmotivated because Biology is hard to keep up with.",F
1339,shrinkhala16@school.com,Shrinkhala Adhikari,Pokhara,11,67,78,1.98,1,Retired,Service,12,10,N,72.98,2,Paid,5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 09:59:59,11/03/2023 19:59:59,01/04/2023 10:59:59,23/04/2023 17:59:59","Lately, I've been confused because Physics is too much right now.",M
1340,aayush15@school.com,Aayush Malla,Janakpur,10,84,52,1.43,9,Service,Service,10,UM,Y,62.57,27,Paid,2,9,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","21/02/2023 15:59:59,21/03/2023 15:59:59,13/04/2023 20:59:59,02/05/2023 03:59:59",I'm feeling overwhelmed because Physics is too much right now.,F
1341,swastima21@school.com,Swastima Rai,Birgunj,12,82,57,0.47,2,Service,Housewife,UM,Degree,Y,64.62,38,Overdue,4,5,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","20/02/2023 17:59:59,23/03/2023 04:59:59,05/04/2023 10:59:59,25/04/2023 11:59:59","Lately, I've been exhausted because Biology is confusing for me.",M
1342,sandeep19@school.com,Sandeep KC,Birgunj,9,82,80,0.24,20,Farmer,Others,12,UM,Y,63.73,48,Overdue,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 15:59:59,12/03/2023 14:59:59,28/03/2023 11:59:59,21/04/2023 15:59:59","To be fair, I'm very tired because Biology is confusing for me.",M
1343,barsha15@school.com,Barsha Gurung,Janakpur,11,90,96,1.14,7,Service,Business,10,Degree,N,95.85,95,Paid,4,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 18:59:59,11/03/2023 11:59:59,01/04/2023 12:59:59,20/04/2023 02:59:59","I'm calm, and English is really interesting.",M
1344,sunil17@school.com,Sunil Khatiwada,Birgunj,9,4,34,1.57,8,Farmer,Retired,10,IL,N,78.71,96,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 01:59:59,09/03/2023 06:59:59,28/03/2023 15:59:59,17/04/2023 13:59:59","I'm great, and Biology is going well.",F
1345,shrinkhala17@school.com,Shrinkhala Basnet,Kathmandu,12,99,89,0.18,18,Farmer,Service,UM,IL,N,93.84,94,Paid,1,3,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 04:59:59,09/03/2023 10:59:59,27/03/2023 10:59:59,18/04/2023 15:59:59","Currently focused, and Physics is really interesting.",M
1346,sandeep20@school.com,Sandeep Raut,Itahari,10,85,100,0.83,4,Business,Retired,12,IL,N,90.91,90,Paid,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 13:59:59,04/03/2023 16:59:59,31/03/2023 00:59:59,20/04/2023 06:59:59","Currently determined, and Mathematics is my favorite part of the week.",F
1347,rekha17@school.com,Rekha Gurung,Bharatpur,11,2,71,0.74,20,Retired,Others,UM,Degree,Y,89.12,87,Paid,1,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 21:59:59,08/03/2023 10:59:59,31/03/2023 07:59:59,24/04/2023 10:59:59","Lately, I've been unmotivated because Biology is stressing me out.",F
1348,rajesh19@school.com,Rajesh Raut,Bharatpur,10,80,41,1.23,17,Other,Business,10,10,Y,82.7,88,Paid,3,3,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 18:59:59,08/03/2023 18:59:59,02/04/2023 19:59:59,18/04/2023 07:59:59",I'm feeling very tired because Chemistry is stressing me out.,F
1349,anmol20@school.com,Anmol Malla,Bharatpur,10,7,3,1.4,12,Farmer,Others,UM,12,N,61.26,67,Paid,5,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 05:59:59,04/03/2023 21:59:59,31/03/2023 23:59:59,21/04/2023 13:59:59","Honestly, I'm very tired because Physics is too much right now.",F
1350,shrinkhala18@school.com,Shrinkhala Basnet,Itahari,9,90,87,0.12,4,Business,Retired,IL,Degree,N,89.44,90,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 05:59:59,10/03/2023 08:59:59,31/03/2023 11:59:59,21/04/2023 03:59:59","I'm calm, and Biology is manageable.",M
1351,sandeep21@school.com,Sandeep Rai,Biratnagar,10,88,99,1.52,6,Farmer,Retired,12,Degree,N,90.54,100,Paid,5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 04:59:59,06/03/2023 03:59:59,29/03/2023 17:59:59,20/04/2023 15:59:59","I feel focused, and Physics is manageable.",M
